"","raw","ageSpecificZ","latentTrait","age","halfYearGroup","spcnT","T1","T3","T6","T12"
"1",4,-0.489195840966204,0.305061835782457,0.598876367032062,0.75,43.0767996604745,37.184484344554,34.4522640540315,35.2420897182083,35.2420897182083
"2",8,0.404155247717678,1.25567961487173,0.534754805848934,0.75,54.294883359207,46.4450958216047,49.7493109174129,47.9810652085815,47.9810652085815
"3",5,-0.241599267201252,0.52519697525913,0.547124844044447,0.75,46.5117761981229,40.325784338983,40.4583474685381,40.0554211679025,40.0554211679025
"4",17,1.01629044455204,2.28621603169096,0.720909558178391,0.75,70.2613762707918,68.8950996033343,73.2634787404084,70.5374891063182,70.5374891063182
"5",6,-0.166894695812142,0.797229414639695,0.680359920253977,0.75,47.2097425230934,43.7109578236781,45.0414965265255,43.5665459460708,43.5665459460708
"6",15,2.08174941328837,3.58888424015402,0.726997435151134,0.75,66.1677910397447,63.5170223993066,68.8079360815125,65.1410188761928,65.1410188761928
"7",11,0.949145965539825,1.98818740287123,0.593929728376679,0.75,60.1654650366544,57.2791329088164,57.0630256284009,55.8284150727122,55.8284150727122
"8",13,1.6679150763988,2.71774089318822,0.534326006018091,0.75,65.6101114506467,65.9321881802305,64.7579102817917,62.0035885803086,62.0035885803086
"9",12,0.957712389410192,1.93832461833285,0.559063311608043,0.75,62.9819797128224,58.6163412017417,60.3643338949379,58.9647336400192,58.9647336400192
"10",9,0.600248447799303,1.71227885888235,0.677164540917147,0.75,54.3309110551946,56.2890421763219,52.2754497664115,50.2506890825871,50.2506890825871
"11",9,1.07627563511675,2.36354312920474,0.723606602987275,0.75,53.618645335238,56.2890421763219,52.2754497664115,50.2506890825871,50.2506890825871
"12",9,0.386068674014543,1.48749307279633,0.697868372837547,0.75,54.0105144048184,56.2890421763219,52.2754497664115,50.2506890825871,50.2506890825871
"13",11,1.10191356600432,2.40236261654538,0.728055120271165,0.75,57.9035274203695,60.4913139796397,57.0630256284009,55.8284150727122,55.8284150727122
"14",10,-0.990747552546328,-0.385856325721588,0.511633798887488,0.75,59.3887934598132,50.6968492031846,54.9585034734745,52.7931903444745,52.7931903444745
"15",10,0.207156129536587,1.08665667544473,0.573982218978927,0.75,58.2856806211369,50.6968492031846,54.9585034734745,52.7931903444745,52.7931903444745
"16",4,-1.46201860246078,-0.922548336730498,0.5171765445848,0.75,44.1868244494461,34.0678118197695,34.4522640540315,35.2420897182083,35.2420897182083
"17",7,-0.295229345877148,0.667787202348087,0.698547658452298,0.75,49.3835109624104,50,48.2362583521914,46.1467953359243,46.1467953359243
"18",9,0.230616794870092,1.25188266383726,0.665579081804026,0.75,54.512243754273,53.406948270878,52.2754497664115,50.2506890825871,50.2506890825871
"19",9,0.756560398135893,1.61580461267503,0.506077701516915,0.75,57.1651759811848,47.8957160575208,52.2754497664115,50.2506890825871,50.2506890825871
"20",8,-0.358082119818741,0.591639024391152,0.698223748069722,0.75,51.7303373719122,52.9930691046567,49.7493109174129,47.9810652085815,47.9810652085815
"21",5,-0.785208365049452,-0.0966607656441961,0.554802422586363,0.75,46.4009933918382,40.325784338983,40.4583474685381,40.0554211679025,40.0554211679025
"22",13,1.29664219861117,2.51747685698791,0.660832672379911,0.75,63.2630301733874,68.3391463581591,64.7579102817917,62.0035885803086,62.0035885803086
"23",5,0.526349036237507,1.56317819774605,0.638984167249873,0.75,45.2297762992638,43.7707427678991,40.4583474685381,40.0554211679025,40.0554211679025
"24",8,-0.328941383173661,0.531088949683748,0.626816102711018,0.75,52.8132027560279,50,49.7493109174129,47.9810652085815,47.9810652085815
"25",5,-1.40203175893293,-0.697300547767456,0.667746993771289,0.75,44.8471021428614,36.4829776006934,40.4583474685381,40.0554211679025,40.0554211679025
"26",5,0.193103409563077,1.20493898411394,0.664164780231658,0.75,44.8942943038047,43.7707427678991,40.4583474685381,40.0554211679025,40.0554211679025
"27",6,0.28521875103674,1.44468727682285,0.74999350582948,0.75,46.2797827170261,43.7109578236781,45.0414965265255,43.5665459460708,43.5665459460708
"28",11,-0.395312054850402,0.352897221610049,0.551770840655081,0.75,60.9185453518946,54.3072729929546,57.0630256284009,55.8284150727122,55.8284150727122
"29",12,1.16039563316266,2.11872794924064,0.527826301229652,0.75,63.5659742441669,58.6163412017417,60.3643338949379,58.9647336400192,58.9647336400192
"30",4,-1.42694196486373,-0.811725800143064,0.585353351896629,0.75,43.2554245032262,37.184484344554,34.4522640540315,35.2420897182083,35.2420897182083
"31",12,0.923773140298462,1.85967662929594,0.536215764004737,0.75,63.4080274543477,58.6163412017417,60.3643338949379,58.9647336400192,58.9647336400192
"32",12,1.20497401231934,2.41276750329344,0.663491940358654,0.75,61.1100583606667,61.1077161663679,60.3643338949379,58.9647336400192,58.9647336400192
"33",9,0.580832270563838,1.57183260571772,0.604061260761227,0.75,55.5002842012398,53.406948270878,52.2754497664115,50.2506890825871,50.2506890825871
"34",6,-0.959336556799528,-0.144438116186651,0.688011789810844,0.75,47.1051479238581,43.7109578236781,45.0414965265255,43.5665459460708,43.5665459460708
"35",10,0.190886143851812,0.96025619027917,0.502463228185661,0.75,59.5549897691591,50.6968492031846,54.9585034734745,52.7931903444745,52.7931903444745
"36",4,-1.2467203498542,-0.488026582057298,0.689643702527974,0.75,41.9269946039025,31.1049003966657,34.4522640540315,35.2420897182083,35.2420897182083
"37",7,-0.534827468410301,0.395606335956673,0.711440433806274,0.75,49.2017808087741,50,48.2362583521914,46.1467953359243,46.1467953359243
"38",9,-0.0847302391445701,0.774765389814485,0.594653252104763,0.75,55.6551993906633,53.406948270878,52.2754497664115,50.2506890825871,50.2506890825871
"39",6,-1.39521787392629,-0.749227626975318,0.609728711773641,0.75,48.2045834577284,47.466528968642,45.0414965265255,43.5665459460708,43.5665459460708
"40",4,-1.22137485270978,-0.495849686083349,0.654283030133229,0.75,42.3650227420956,37.184484344554,34.4522640540315,35.2420897182083,35.2420897182083
"41",6,-0.991828105251784,-0.323192519153487,0.566760682151653,0.75,48.8367847803415,44.1054420215022,45.0414965265255,43.5665459460708,43.5665459460708
"42",6,-1.52814742518221,-0.866956022813825,0.648832290200517,0.75,47.6471745084644,47.466528968642,45.0414965265255,43.5665459460708,43.5665459460708
"43",4,-0.319217600272573,0.426996134499742,0.54115845618071,0.75,43.8531944956169,34.0678118197695,34.4522640540315,35.2420897182083,35.2420897182083
"44",13,1.03754134342321,2.04909314874511,0.569274324225262,0.75,64.9440004783404,65.9321881802305,64.7579102817917,62.0035885803086,62.0035885803086
"45",11,0.282014757722038,1.06963369859668,0.505559853219893,0.75,61.7679363604346,54.3072729929546,57.0630256284009,55.8284150727122,55.8284150727122
"46",6,-1.45899357439221,-0.72627087777117,0.706365068908781,0.75,46.8567283963785,43.7109578236781,45.0414965265255,43.5665459460708,43.5665459460708
"47",6,-0.348705083847553,0.36914108917079,0.523574474791531,0.75,49.4938544455829,44.1054420215022,45.0414965265255,43.5665459460708,43.5665459460708
"48",7,-0.0663026481082072,0.949251293236598,0.702571795030963,0.75,49.3266031308813,50,48.2362583521914,46.1467953359243,46.1467953359243
